date_key,date,year,quarter,quarter_label,month_num,month_name,month_label,month_sort_key,day,day_of_week_num,day_name,is_weekend
20110621,2011-06-21,2011,2,Q2 2011,6,June,Jun 2011,201106,21,1,Tuesday,False
20110622,2011-06-22,2011,2,Q2 2011,6,June,Jun 2011,201106,22,2,Wednesday,False
20110623,2011-06-23,2011,2,Q2 2011,6,June,Jun 2011,201106,23,3,Thursday,False
20110624,2011-06-24,2011,2,Q2 2011,6,June,Jun 2011,201106,24,4,Friday,False
20110625,2011-06-25,2011,2,Q2 2011,6,June,Jun 2011,201106,25,5,Saturday,True
20110626,2011-06-26,2011,2,Q2 2011,6,June,Jun 2011,201106,26,6,Sunday,True
20110627,2011-06-27,2011,2,Q2 2011,6,June,Jun 2011,201106,27,0,Monday,False
20110628,2011-06-28,2011,2,Q2 2011,6,June,Jun 2011,201106,28,1,Tuesday,False
20110629,2011-06-29,2011,2,Q2 2011,6,June,Jun 2011,201106,29,2,Wednesday,False
20110630,2011-06-30,2011,2,Q2 2011,6,June,Jun 2011,201106,30,3,Thursday,False
20110701,2011-07-01,2011,3,Q3 2011,7,July,Jul 2011,201107,1,4,Friday,False
20110702,2011-07-02,2011,3,Q3 2011,7,July,Jul 2011,201107,2,5,Saturday,True
20110703,2011-07-03,2011,3,Q3 2011,7,July,Jul 2011,201107,3,6,Sunday,True
20110704,2011-07-04,2011,3,Q3 2011,7,July,Jul 2011,201107,4,0,Monday,False
20110705,2011-07-05,2011,3,Q3 2011,7,July,Jul 2011,201107,5,1,Tuesday,False
20110706,2011-07-06,2011,3,Q3 2011,7,July,Jul 2011,201107,6,2,Wednesday,False
20110707,2011-07-07,2011,3,Q3 2011,7,July,Jul 2011,201107,7,3,Thursday,False
20110708,2011-07-08,2011,3,Q3 2011,7,July,Jul 2011,201107,8,4,Friday,False
20110709,2011-07-09,2011,3,Q3 2011,7,July,Jul 2011,201107,9,5,Saturday,True
20110710,2011-07-10,2011,3,Q3 2011,7,July,Jul 2011,201107,10,6,Sunday,True
20110711,2011-07-11,2011,3,Q3 2011,7,July,Jul 2011,201107,11,0,Monday,False
20110712,2011-07-12,2011,3,Q3 2011,7,July,Jul 2011,201107,12,1,Tuesday,False
20110713,2011-07-13,2011,3,Q3 2011,7,July,Jul 2011,201107,13,2,Wednesday,False
20110714,2011-07-14,2011,3,Q3 2011,7,July,Jul 2011,201107,14,3,Thursday,False
20110715,2011-07-15,2011,3,Q3 2011,7,July,Jul 2011,201107,15,4,Friday,False
20110716,2011-07-16,2011,3,Q3 2011,7,July,Jul 2011,201107,16,5,Saturday,True
20110717,2011-07-17,2011,3,Q3 2011,7,July,Jul 2011,201107,17,6,Sunday,True
20110718,2011-07-18,2011,3,Q3 2011,7,July,Jul 2011,201107,18,0,Monday,False
20110719,2011-07-19,2011,3,Q3 2011,7,July,Jul 2011,201107,19,1,Tuesday,False
20110720,2011-07-20,2011,3,Q3 2011,7,July,Jul 2011,201107,20,2,Wednesday,False
20110721,2011-07-21,2011,3,Q3 2011,7,July,Jul 2011,201107,21,3,Thursday,False
20110722,2011-07-22,2011,3,Q3 2011,7,July,Jul 2011,201107,22,4,Friday,False
20110723,2011-07-23,2011,3,Q3 2011,7,July,Jul 2011,201107,23,5,Saturday,True
20110724,2011-07-24,2011,3,Q3 2011,7,July,Jul 2011,201107,24,6,Sunday,True
20110725,2011-07-25,2011,3,Q3 2011,7,July,Jul 2011,201107,25,0,Monday,False
20110726,2011-07-26,2011,3,Q3 2011,7,July,Jul 2011,201107,26,1,Tuesday,False
20110727,2011-07-27,2011,3,Q3 2011,7,July,Jul 2011,201107,27,2,Wednesday,False
20110728,2011-07-28,2011,3,Q3 2011,7,July,Jul 2011,201107,28,3,Thursday,False
20110729,2011-07-29,2011,3,Q3 2011,7,July,Jul 2011,201107,29,4,Friday,False
20110730,2011-07-30,2011,3,Q3 2011,7,July,Jul 2011,201107,30,5,Saturday,True
20110731,2011-07-31,2011,3,Q3 2011,7,July,Jul 2011,201107,31,6,Sunday,True
20110801,2011-08-01,2011,3,Q3 2011,8,August,Aug 2011,201108,1,0,Monday,False
20110802,2011-08-02,2011,3,Q3 2011,8,August,Aug 2011,201108,2,1,Tuesday,False
20110803,2011-08-03,2011,3,Q3 2011,8,August,Aug 2011,201108,3,2,Wednesday,False
20110804,2011-08-04,2011,3,Q3 2011,8,August,Aug 2011,201108,4,3,Thursday,False
20110805,2011-08-05,2011,3,Q3 2011,8,August,Aug 2011,201108,5,4,Friday,False
20110806,2011-08-06,2011,3,Q3 2011,8,August,Aug 2011,201108,6,5,Saturday,True
20110807,2011-08-07,2011,3,Q3 2011,8,August,Aug 2011,201108,7,6,Sunday,True
20110808,2011-08-08,2011,3,Q3 2011,8,August,Aug 2011,201108,8,0,Monday,False
20110809,2011-08-09,2011,3,Q3 2011,8,August,Aug 2011,201108,9,1,Tuesday,False
20110810,2011-08-10,2011,3,Q3 2011,8,August,Aug 2011,201108,10,2,Wednesday,False
20110811,2011-08-11,2011,3,Q3 2011,8,August,Aug 2011,201108,11,3,Thursday,False
20110812,2011-08-12,2011,3,Q3 2011,8,August,Aug 2011,201108,12,4,Friday,False
20110813,2011-08-13,2011,3,Q3 2011,8,August,Aug 2011,201108,13,5,Saturday,True
20110814,2011-08-14,2011,3,Q3 2011,8,August,Aug 2011,201108,14,6,Sunday,True
20110815,2011-08-15,2011,3,Q3 2011,8,August,Aug 2011,201108,15,0,Monday,False
20110816,2011-08-16,2011,3,Q3 2011,8,August,Aug 2011,201108,16,1,Tuesday,False
20110817,2011-08-17,2011,3,Q3 2011,8,August,Aug 2011,201108,17,2,Wednesday,False
20110818,2011-08-18,2011,3,Q3 2011,8,August,Aug 2011,201108,18,3,Thursday,False
20110819,2011-08-19,2011,3,Q3 2011,8,August,Aug 2011,201108,19,4,Friday,False
20110820,2011-08-20,2011,3,Q3 2011,8,August,Aug 2011,201108,20,5,Saturday,True
20110821,2011-08-21,2011,3,Q3 2011,8,August,Aug 2011,201108,21,6,Sunday,True
20110822,2011-08-22,2011,3,Q3 2011,8,August,Aug 2011,201108,22,0,Monday,False
20110823,2011-08-23,2011,3,Q3 2011,8,August,Aug 2011,201108,23,1,Tuesday,False
20110824,2011-08-24,2011,3,Q3 2011,8,August,Aug 2011,201108,24,2,Wednesday,False
20110825,2011-08-25,2011,3,Q3 2011,8,August,Aug 2011,201108,25,3,Thursday,False
20110826,2011-08-26,2011,3,Q3 2011,8,August,Aug 2011,201108,26,4,Friday,False
20110827,2011-08-27,2011,3,Q3 2011,8,August,Aug 2011,201108,27,5,Saturday,True
20110828,2011-08-28,2011,3,Q3 2011,8,August,Aug 2011,201108,28,6,Sunday,True
20110829,2011-08-29,2011,3,Q3 2011,8,August,Aug 2011,201108,29,0,Monday,False
20110830,2011-08-30,2011,3,Q3 2011,8,August,Aug 2011,201108,30,1,Tuesday,False
20110831,2011-08-31,2011,3,Q3 2011,8,August,Aug 2011,201108,31,2,Wednesday,False
20110901,2011-09-01,2011,3,Q3 2011,9,September,Sep 2011,201109,1,3,Thursday,False
20110902,2011-09-02,2011,3,Q3 2011,9,September,Sep 2011,201109,2,4,Friday,False
20110903,2011-09-03,2011,3,Q3 2011,9,September,Sep 2011,201109,3,5,Saturday,True
20110904,2011-09-04,2011,3,Q3 2011,9,September,Sep 2011,201109,4,6,Sunday,True
20110905,2011-09-05,2011,3,Q3 2011,9,September,Sep 2011,201109,5,0,Monday,False
20110906,2011-09-06,2011,3,Q3 2011,9,September,Sep 2011,201109,6,1,Tuesday,False
20110907,2011-09-07,2011,3,Q3 2011,9,September,Sep 2011,201109,7,2,Wednesday,False
20110908,2011-09-08,2011,3,Q3 2011,9,September,Sep 2011,201109,8,3,Thursday,False
20110909,2011-09-09,2011,3,Q3 2011,9,September,Sep 2011,201109,9,4,Friday,False
20110910,2011-09-10,2011,3,Q3 2011,9,September,Sep 2011,201109,10,5,Saturday,True
20110911,2011-09-11,2011,3,Q3 2011,9,September,Sep 2011,201109,11,6,Sunday,True
20110912,2011-09-12,2011,3,Q3 2011,9,September,Sep 2011,201109,12,0,Monday,False
20110913,2011-09-13,2011,3,Q3 2011,9,September,Sep 2011,201109,13,1,Tuesday,False
20110914,2011-09-14,2011,3,Q3 2011,9,September,Sep 2011,201109,14,2,Wednesday,False
20110915,2011-09-15,2011,3,Q3 2011,9,September,Sep 2011,201109,15,3,Thursday,False
20110916,2011-09-16,2011,3,Q3 2011,9,September,Sep 2011,201109,16,4,Friday,False
20110917,2011-09-17,2011,3,Q3 2011,9,September,Sep 2011,201109,17,5,Saturday,True
20110918,2011-09-18,2011,3,Q3 2011,9,September,Sep 2011,201109,18,6,Sunday,True
20110919,2011-09-19,2011,3,Q3 2011,9,September,Sep 2011,201109,19,0,Monday,False
20110920,2011-09-20,2011,3,Q3 2011,9,September,Sep 2011,201109,20,1,Tuesday,False
20110921,2011-09-21,2011,3,Q3 2011,9,September,Sep 2011,201109,21,2,Wednesday,False
20110922,2011-09-22,2011,3,Q3 2011,9,September,Sep 2011,201109,22,3,Thursday,False
20110923,2011-09-23,2011,3,Q3 2011,9,September,Sep 2011,201109,23,4,Friday,False
20110924,2011-09-24,2011,3,Q3 2011,9,September,Sep 2011,201109,24,5,Saturday,True
20110925,2011-09-25,2011,3,Q3 2011,9,September,Sep 2011,201109,25,6,Sunday,True
20110926,2011-09-26,2011,3,Q3 2011,9,September,Sep 2011,201109,26,0,Monday,False
20110927,2011-09-27,2011,3,Q3 2011,9,September,Sep 2011,201109,27,1,Tuesday,False
20110928,2011-09-28,2011,3,Q3 2011,9,September,Sep 2011,201109,28,2,Wednesday,False
20110929,2011-09-29,2011,3,Q3 2011,9,September,Sep 2011,201109,29,3,Thursday,False
20110930,2011-09-30,2011,3,Q3 2011,9,September,Sep 2011,201109,30,4,Friday,False
20111001,2011-10-01,2011,4,Q4 2011,10,October,Oct 2011,201110,1,5,Saturday,True
20111002,2011-10-02,2011,4,Q4 2011,10,October,Oct 2011,201110,2,6,Sunday,True
20111003,2011-10-03,2011,4,Q4 2011,10,October,Oct 2011,201110,3,0,Monday,False
20111004,2011-10-04,2011,4,Q4 2011,10,October,Oct 2011,201110,4,1,Tuesday,False
20111005,2011-10-05,2011,4,Q4 2011,10,October,Oct 2011,201110,5,2,Wednesday,False
20111006,2011-10-06,2011,4,Q4 2011,10,October,Oct 2011,201110,6,3,Thursday,False
20111007,2011-10-07,2011,4,Q4 2011,10,October,Oct 2011,201110,7,4,Friday,False
20111008,2011-10-08,2011,4,Q4 2011,10,October,Oct 2011,201110,8,5,Saturday,True
20111009,2011-10-09,2011,4,Q4 2011,10,October,Oct 2011,201110,9,6,Sunday,True
20111010,2011-10-10,2011,4,Q4 2011,10,October,Oct 2011,201110,10,0,Monday,False
20111011,2011-10-11,2011,4,Q4 2011,10,October,Oct 2011,201110,11,1,Tuesday,False
20111012,2011-10-12,2011,4,Q4 2011,10,October,Oct 2011,201110,12,2,Wednesday,False
20111013,2011-10-13,2011,4,Q4 2011,10,October,Oct 2011,201110,13,3,Thursday,False
20111014,2011-10-14,2011,4,Q4 2011,10,October,Oct 2011,201110,14,4,Friday,False
20111015,2011-10-15,2011,4,Q4 2011,10,October,Oct 2011,201110,15,5,Saturday,True
20111016,2011-10-16,2011,4,Q4 2011,10,October,Oct 2011,201110,16,6,Sunday,True
20111017,2011-10-17,2011,4,Q4 2011,10,October,Oct 2011,201110,17,0,Monday,False
20111018,2011-10-18,2011,4,Q4 2011,10,October,Oct 2011,201110,18,1,Tuesday,False
20111019,2011-10-19,2011,4,Q4 2011,10,October,Oct 2011,201110,19,2,Wednesday,False
20111020,2011-10-20,2011,4,Q4 2011,10,October,Oct 2011,201110,20,3,Thursday,False
20111021,2011-10-21,2011,4,Q4 2011,10,October,Oct 2011,201110,21,4,Friday,False
20111022,2011-10-22,2011,4,Q4 2011,10,October,Oct 2011,201110,22,5,Saturday,True
20111023,2011-10-23,2011,4,Q4 2011,10,October,Oct 2011,201110,23,6,Sunday,True
20111024,2011-10-24,2011,4,Q4 2011,10,October,Oct 2011,201110,24,0,Monday,False
20111025,2011-10-25,2011,4,Q4 2011,10,October,Oct 2011,201110,25,1,Tuesday,False
20111026,2011-10-26,2011,4,Q4 2011,10,October,Oct 2011,201110,26,2,Wednesday,False
20111027,2011-10-27,2011,4,Q4 2011,10,October,Oct 2011,201110,27,3,Thursday,False
20111028,2011-10-28,2011,4,Q4 2011,10,October,Oct 2011,201110,28,4,Friday,False
20111029,2011-10-29,2011,4,Q4 2011,10,October,Oct 2011,201110,29,5,Saturday,True
20111030,2011-10-30,2011,4,Q4 2011,10,October,Oct 2011,201110,30,6,Sunday,True
20111031,2011-10-31,2011,4,Q4 2011,10,October,Oct 2011,201110,31,0,Monday,False
20111101,2011-11-01,2011,4,Q4 2011,11,November,Nov 2011,201111,1,1,Tuesday,False
20111102,2011-11-02,2011,4,Q4 2011,11,November,Nov 2011,201111,2,2,Wednesday,False
20111103,2011-11-03,2011,4,Q4 2011,11,November,Nov 2011,201111,3,3,Thursday,False
20111104,2011-11-04,2011,4,Q4 2011,11,November,Nov 2011,201111,4,4,Friday,False
20111105,2011-11-05,2011,4,Q4 2011,11,November,Nov 2011,201111,5,5,Saturday,True
20111106,2011-11-06,2011,4,Q4 2011,11,November,Nov 2011,201111,6,6,Sunday,True
20111107,2011-11-07,2011,4,Q4 2011,11,November,Nov 2011,201111,7,0,Monday,False
20111108,2011-11-08,2011,4,Q4 2011,11,November,Nov 2011,201111,8,1,Tuesday,False
20111109,2011-11-09,2011,4,Q4 2011,11,November,Nov 2011,201111,9,2,Wednesday,False
20111110,2011-11-10,2011,4,Q4 2011,11,November,Nov 2011,201111,10,3,Thursday,False
20111111,2011-11-11,2011,4,Q4 2011,11,November,Nov 2011,201111,11,4,Friday,False
20111112,2011-11-12,2011,4,Q4 2011,11,November,Nov 2011,201111,12,5,Saturday,True
20111113,2011-11-13,2011,4,Q4 2011,11,November,Nov 2011,201111,13,6,Sunday,True
20111114,2011-11-14,2011,4,Q4 2011,11,November,Nov 2011,201111,14,0,Monday,False
20111115,2011-11-15,2011,4,Q4 2011,11,November,Nov 2011,201111,15,1,Tuesday,False
20111116,2011-11-16,2011,4,Q4 2011,11,November,Nov 2011,201111,16,2,Wednesday,False
20111117,2011-11-17,2011,4,Q4 2011,11,November,Nov 2011,201111,17,3,Thursday,False
20111118,2011-11-18,2011,4,Q4 2011,11,November,Nov 2011,201111,18,4,Friday,False
20111119,2011-11-19,2011,4,Q4 2011,11,November,Nov 2011,201111,19,5,Saturday,True
20111120,2011-11-20,2011,4,Q4 2011,11,November,Nov 2011,201111,20,6,Sunday,True
20111121,2011-11-21,2011,4,Q4 2011,11,November,Nov 2011,201111,21,0,Monday,False
20111122,2011-11-22,2011,4,Q4 2011,11,November,Nov 2011,201111,22,1,Tuesday,False
20111123,2011-11-23,2011,4,Q4 2011,11,November,Nov 2011,201111,23,2,Wednesday,False
20111124,2011-11-24,2011,4,Q4 2011,11,November,Nov 2011,201111,24,3,Thursday,False
20111125,2011-11-25,2011,4,Q4 2011,11,November,Nov 2011,201111,25,4,Friday,False
20111126,2011-11-26,2011,4,Q4 2011,11,November,Nov 2011,201111,26,5,Saturday,True
20111127,2011-11-27,2011,4,Q4 2011,11,November,Nov 2011,201111,27,6,Sunday,True
20111128,2011-11-28,2011,4,Q4 2011,11,November,Nov 2011,201111,28,0,Monday,False
20111129,2011-11-29,2011,4,Q4 2011,11,November,Nov 2011,201111,29,1,Tuesday,False
20111130,2011-11-30,2011,4,Q4 2011,11,November,Nov 2011,201111,30,2,Wednesday,False
20111201,2011-12-01,2011,4,Q4 2011,12,December,Dec 2011,201112,1,3,Thursday,False
20111202,2011-12-02,2011,4,Q4 2011,12,December,Dec 2011,201112,2,4,Friday,False
20111203,2011-12-03,2011,4,Q4 2011,12,December,Dec 2011,201112,3,5,Saturday,True
20111204,2011-12-04,2011,4,Q4 2011,12,December,Dec 2011,201112,4,6,Sunday,True
20111205,2011-12-05,2011,4,Q4 2011,12,December,Dec 2011,201112,5,0,Monday,False
20111206,2011-12-06,2011,4,Q4 2011,12,December,Dec 2011,201112,6,1,Tuesday,False
20111207,2011-12-07,2011,4,Q4 2011,12,December,Dec 2011,201112,7,2,Wednesday,False
20111208,2011-12-08,2011,4,Q4 2011,12,December,Dec 2011,201112,8,3,Thursday,False
20111209,2011-12-09,2011,4,Q4 2011,12,December,Dec 2011,201112,9,4,Friday,False
20111210,2011-12-10,2011,4,Q4 2011,12,December,Dec 2011,201112,10,5,Saturday,True
20111211,2011-12-11,2011,4,Q4 2011,12,December,Dec 2011,201112,11,6,Sunday,True
20111212,2011-12-12,2011,4,Q4 2011,12,December,Dec 2011,201112,12,0,Monday,False
20111213,2011-12-13,2011,4,Q4 2011,12,December,Dec 2011,201112,13,1,Tuesday,False
20111214,2011-12-14,2011,4,Q4 2011,12,December,Dec 2011,201112,14,2,Wednesday,False
20111215,2011-12-15,2011,4,Q4 2011,12,December,Dec 2011,201112,15,3,Thursday,False
20111216,2011-12-16,2011,4,Q4 2011,12,December,Dec 2011,201112,16,4,Friday,False
20111217,2011-12-17,2011,4,Q4 2011,12,December,Dec 2011,201112,17,5,Saturday,True
20111218,2011-12-18,2011,4,Q4 2011,12,December,Dec 2011,201112,18,6,Sunday,True
20111219,2011-12-19,2011,4,Q4 2011,12,December,Dec 2011,201112,19,0,Monday,False
20111220,2011-12-20,2011,4,Q4 2011,12,December,Dec 2011,201112,20,1,Tuesday,False
20111221,2011-12-21,2011,4,Q4 2011,12,December,Dec 2011,201112,21,2,Wednesday,False
20111222,2011-12-22,2011,4,Q4 2011,12,December,Dec 2011,201112,22,3,Thursday,False
20111223,2011-12-23,2011,4,Q4 2011,12,December,Dec 2011,201112,23,4,Friday,False
20111224,2011-12-24,2011,4,Q4 2011,12,December,Dec 2011,201112,24,5,Saturday,True
20111225,2011-12-25,2011,4,Q4 2011,12,December,Dec 2011,201112,25,6,Sunday,True
20111226,2011-12-26,2011,4,Q4 2011,12,December,Dec 2011,201112,26,0,Monday,False
20111227,2011-12-27,2011,4,Q4 2011,12,December,Dec 2011,201112,27,1,Tuesday,False
20111228,2011-12-28,2011,4,Q4 2011,12,December,Dec 2011,201112,28,2,Wednesday,False
20111229,2011-12-29,2011,4,Q4 2011,12,December,Dec 2011,201112,29,3,Thursday,False
20111230,2011-12-30,2011,4,Q4 2011,12,December,Dec 2011,201112,30,4,Friday,False
20111231,2011-12-31,2011,4,Q4 2011,12,December,Dec 2011,201112,31,5,Saturday,True
20120101,2012-01-01,2012,1,Q1 2012,1,January,Jan 2012,201201,1,6,Sunday,True
20120102,2012-01-02,2012,1,Q1 2012,1,January,Jan 2012,201201,2,0,Monday,False
20120103,2012-01-03,2012,1,Q1 2012,1,January,Jan 2012,201201,3,1,Tuesday,False
20120104,2012-01-04,2012,1,Q1 2012,1,January,Jan 2012,201201,4,2,Wednesday,False
20120105,2012-01-05,2012,1,Q1 2012,1,January,Jan 2012,201201,5,3,Thursday,False
20120106,2012-01-06,2012,1,Q1 2012,1,January,Jan 2012,201201,6,4,Friday,False
20120107,2012-01-07,2012,1,Q1 2012,1,January,Jan 2012,201201,7,5,Saturday,True
20120108,2012-01-08,2012,1,Q1 2012,1,January,Jan 2012,201201,8,6,Sunday,True
20120109,2012-01-09,2012,1,Q1 2012,1,January,Jan 2012,201201,9,0,Monday,False
20120110,2012-01-10,2012,1,Q1 2012,1,January,Jan 2012,201201,10,1,Tuesday,False
20120111,2012-01-11,2012,1,Q1 2012,1,January,Jan 2012,201201,11,2,Wednesday,False
20120112,2012-01-12,2012,1,Q1 2012,1,January,Jan 2012,201201,12,3,Thursday,False
20120113,2012-01-13,2012,1,Q1 2012,1,January,Jan 2012,201201,13,4,Friday,False
20120114,2012-01-14,2012,1,Q1 2012,1,January,Jan 2012,201201,14,5,Saturday,True
20120115,2012-01-15,2012,1,Q1 2012,1,January,Jan 2012,201201,15,6,Sunday,True
20120116,2012-01-16,2012,1,Q1 2012,1,January,Jan 2012,201201,16,0,Monday,False
20120117,2012-01-17,2012,1,Q1 2012,1,January,Jan 2012,201201,17,1,Tuesday,False
20120118,2012-01-18,2012,1,Q1 2012,1,January,Jan 2012,201201,18,2,Wednesday,False
20120119,2012-01-19,2012,1,Q1 2012,1,January,Jan 2012,201201,19,3,Thursday,False
20120120,2012-01-20,2012,1,Q1 2012,1,January,Jan 2012,201201,20,4,Friday,False
20120121,2012-01-21,2012,1,Q1 2012,1,January,Jan 2012,201201,21,5,Saturday,True
20120122,2012-01-22,2012,1,Q1 2012,1,January,Jan 2012,201201,22,6,Sunday,True
20120123,2012-01-23,2012,1,Q1 2012,1,January,Jan 2012,201201,23,0,Monday,False
20120124,2012-01-24,2012,1,Q1 2012,1,January,Jan 2012,201201,24,1,Tuesday,False
20120125,2012-01-25,2012,1,Q1 2012,1,January,Jan 2012,201201,25,2,Wednesday,False
20120126,2012-01-26,2012,1,Q1 2012,1,January,Jan 2012,201201,26,3,Thursday,False
20120127,2012-01-27,2012,1,Q1 2012,1,January,Jan 2012,201201,27,4,Friday,False
20120128,2012-01-28,2012,1,Q1 2012,1,January,Jan 2012,201201,28,5,Saturday,True
20120129,2012-01-29,2012,1,Q1 2012,1,January,Jan 2012,201201,29,6,Sunday,True
20120130,2012-01-30,2012,1,Q1 2012,1,January,Jan 2012,201201,30,0,Monday,False
20120131,2012-01-31,2012,1,Q1 2012,1,January,Jan 2012,201201,31,1,Tuesday,False
20120201,2012-02-01,2012,1,Q1 2012,2,February,Feb 2012,201202,1,2,Wednesday,False
20120202,2012-02-02,2012,1,Q1 2012,2,February,Feb 2012,201202,2,3,Thursday,False
20120203,2012-02-03,2012,1,Q1 2012,2,February,Feb 2012,201202,3,4,Friday,False
20120204,2012-02-04,2012,1,Q1 2012,2,February,Feb 2012,201202,4,5,Saturday,True
20120205,2012-02-05,2012,1,Q1 2012,2,February,Feb 2012,201202,5,6,Sunday,True
20120206,2012-02-06,2012,1,Q1 2012,2,February,Feb 2012,201202,6,0,Monday,False
20120207,2012-02-07,2012,1,Q1 2012,2,February,Feb 2012,201202,7,1,Tuesday,False
20120208,2012-02-08,2012,1,Q1 2012,2,February,Feb 2012,201202,8,2,Wednesday,False
20120209,2012-02-09,2012,1,Q1 2012,2,February,Feb 2012,201202,9,3,Thursday,False
20120210,2012-02-10,2012,1,Q1 2012,2,February,Feb 2012,201202,10,4,Friday,False
20120211,2012-02-11,2012,1,Q1 2012,2,February,Feb 2012,201202,11,5,Saturday,True
20120212,2012-02-12,2012,1,Q1 2012,2,February,Feb 2012,201202,12,6,Sunday,True
20120213,2012-02-13,2012,1,Q1 2012,2,February,Feb 2012,201202,13,0,Monday,False
20120214,2012-02-14,2012,1,Q1 2012,2,February,Feb 2012,201202,14,1,Tuesday,False
20120215,2012-02-15,2012,1,Q1 2012,2,February,Feb 2012,201202,15,2,Wednesday,False
20120216,2012-02-16,2012,1,Q1 2012,2,February,Feb 2012,201202,16,3,Thursday,False
20120217,2012-02-17,2012,1,Q1 2012,2,February,Feb 2012,201202,17,4,Friday,False
20120218,2012-02-18,2012,1,Q1 2012,2,February,Feb 2012,201202,18,5,Saturday,True
20120219,2012-02-19,2012,1,Q1 2012,2,February,Feb 2012,201202,19,6,Sunday,True
20120220,2012-02-20,2012,1,Q1 2012,2,February,Feb 2012,201202,20,0,Monday,False
20120221,2012-02-21,2012,1,Q1 2012,2,February,Feb 2012,201202,21,1,Tuesday,False
20120222,2012-02-22,2012,1,Q1 2012,2,February,Feb 2012,201202,22,2,Wednesday,False
20120223,2012-02-23,2012,1,Q1 2012,2,February,Feb 2012,201202,23,3,Thursday,False
20120224,2012-02-24,2012,1,Q1 2012,2,February,Feb 2012,201202,24,4,Friday,False
20120225,2012-02-25,2012,1,Q1 2012,2,February,Feb 2012,201202,25,5,Saturday,True
20120226,2012-02-26,2012,1,Q1 2012,2,February,Feb 2012,201202,26,6,Sunday,True
20120227,2012-02-27,2012,1,Q1 2012,2,February,Feb 2012,201202,27,0,Monday,False
20120228,2012-02-28,2012,1,Q1 2012,2,February,Feb 2012,201202,28,1,Tuesday,False
20120229,2012-02-29,2012,1,Q1 2012,2,February,Feb 2012,201202,29,2,Wednesday,False
20120301,2012-03-01,2012,1,Q1 2012,3,March,Mar 2012,201203,1,3,Thursday,False
20120302,2012-03-02,2012,1,Q1 2012,3,March,Mar 2012,201203,2,4,Friday,False
20120303,2012-03-03,2012,1,Q1 2012,3,March,Mar 2012,201203,3,5,Saturday,True
20120304,2012-03-04,2012,1,Q1 2012,3,March,Mar 2012,201203,4,6,Sunday,True
20120305,2012-03-05,2012,1,Q1 2012,3,March,Mar 2012,201203,5,0,Monday,False
20120306,2012-03-06,2012,1,Q1 2012,3,March,Mar 2012,201203,6,1,Tuesday,False
20120307,2012-03-07,2012,1,Q1 2012,3,March,Mar 2012,201203,7,2,Wednesday,False
20120308,2012-03-08,2012,1,Q1 2012,3,March,Mar 2012,201203,8,3,Thursday,False
20120309,2012-03-09,2012,1,Q1 2012,3,March,Mar 2012,201203,9,4,Friday,False
20120310,2012-03-10,2012,1,Q1 2012,3,March,Mar 2012,201203,10,5,Saturday,True
20120311,2012-03-11,2012,1,Q1 2012,3,March,Mar 2012,201203,11,6,Sunday,True
20120312,2012-03-12,2012,1,Q1 2012,3,March,Mar 2012,201203,12,0,Monday,False
20120313,2012-03-13,2012,1,Q1 2012,3,March,Mar 2012,201203,13,1,Tuesday,False
20120314,2012-03-14,2012,1,Q1 2012,3,March,Mar 2012,201203,14,2,Wednesday,False
20120315,2012-03-15,2012,1,Q1 2012,3,March,Mar 2012,201203,15,3,Thursday,False
20120316,2012-03-16,2012,1,Q1 2012,3,March,Mar 2012,201203,16,4,Friday,False
20120317,2012-03-17,2012,1,Q1 2012,3,March,Mar 2012,201203,17,5,Saturday,True
20120318,2012-03-18,2012,1,Q1 2012,3,March,Mar 2012,201203,18,6,Sunday,True
20120319,2012-03-19,2012,1,Q1 2012,3,March,Mar 2012,201203,19,0,Monday,False
20120320,2012-03-20,2012,1,Q1 2012,3,March,Mar 2012,201203,20,1,Tuesday,False
20120321,2012-03-21,2012,1,Q1 2012,3,March,Mar 2012,201203,21,2,Wednesday,False
20120322,2012-03-22,2012,1,Q1 2012,3,March,Mar 2012,201203,22,3,Thursday,False
20120323,2012-03-23,2012,1,Q1 2012,3,March,Mar 2012,201203,23,4,Friday,False
20120324,2012-03-24,2012,1,Q1 2012,3,March,Mar 2012,201203,24,5,Saturday,True
20120325,2012-03-25,2012,1,Q1 2012,3,March,Mar 2012,201203,25,6,Sunday,True
20120326,2012-03-26,2012,1,Q1 2012,3,March,Mar 2012,201203,26,0,Monday,False
20120327,2012-03-27,2012,1,Q1 2012,3,March,Mar 2012,201203,27,1,Tuesday,False
20120328,2012-03-28,2012,1,Q1 2012,3,March,Mar 2012,201203,28,2,Wednesday,False
20120329,2012-03-29,2012,1,Q1 2012,3,March,Mar 2012,201203,29,3,Thursday,False
20120330,2012-03-30,2012,1,Q1 2012,3,March,Mar 2012,201203,30,4,Friday,False
20120331,2012-03-31,2012,1,Q1 2012,3,March,Mar 2012,201203,31,5,Saturday,True
20120401,2012-04-01,2012,2,Q2 2012,4,April,Apr 2012,201204,1,6,Sunday,True
20120402,2012-04-02,2012,2,Q2 2012,4,April,Apr 2012,201204,2,0,Monday,False
20120403,2012-04-03,2012,2,Q2 2012,4,April,Apr 2012,201204,3,1,Tuesday,False
20120404,2012-04-04,2012,2,Q2 2012,4,April,Apr 2012,201204,4,2,Wednesday,False
20120405,2012-04-05,2012,2,Q2 2012,4,April,Apr 2012,201204,5,3,Thursday,False
